"id";"developer";"name";"platform";"publisher";"release_date";"score"
31495;"Irem";"Blokus Portable: Steambot Championship";"psp";"Majesco Games
                                                            
                                                    

                                                            
                                                        Majesco";"2008-03-03";"51"
31496;"Kush Games";"Major League Baseball 2K8";"psp";"2K Sports";"2008-03-03";"63"
31497;"Agetec";"Puzzle Guzzle";"psp";"Agetec";"2008-02-27";"65"
31498;"Farsight Studios";"Pinball Hall of Fame: The Williams Collection";"psp";"Crave";"2008-02-26";"78"
31499;"SCE Japan Studio";"Patapon";"psp";"SCEA";"2008-02-26";"86"
31500;"EA Games";"Need for Speed ProStreet";"psp";"EA Games";"2008-02-18";"57"
31501;"Hudson Soft";"Dungeon Explorer: Warriors of Ancient Arts";"psp";"Hudson Entertainment";"2008-02-15";"56"
31502;"Studio Liverpool";"Wipeout Pulse";"psp";"SCEA";"2008-02-12";"82"
31503;"Ubisoft";"Chessmaster: The Art of Learning";"psp";"Ubisoft";"2008-02-12";"64"
31504;"Zoonami Ltd.";"Go! Puzzle";"psp";"SCEA";"2008-02-07";""
31505;"EKO Software";"Downstream Panic!";"psp";"Atari";"2008-02-05";"77"
31506;"Racjin";"Bomberman Land";"psp";"Hudson Entertainment";"2008-01-29";"55"
31507;"Bigbig Studios";"Pursuit Force: Extreme Justice";"psp";"SCEA";"2008-01-29";"73"
31508;"Marvelous Entertainment";"Rainbow Islands Evolution";"psp";"Ignition Entertainment";"2008-01-24";"47"
31509;"";"Rainbow Islands Revolution";"psp";"Codemasters";"2008-01-22";"tbd"
31510;"Shift";"Ape Quest";"psp";"SCEA";"2008-01-10";""
31511;"High Voltage Software";"Harvey Birdman: Attorney at Law";"psp";"Capcom";"2008-01-08";"62"
31512;"Stainless Games";"Atari Classics Evolved";"psp";"Atari";"2007-12-19";"64"
31513;"MumboJumbo";"Luxor: Pharaoh's Challenge";"psp";"MumboJumbo";"2007-12-18";""
31514;"Rainbow Studios";"MX vs. ATV Untamed";"psp";"THQ";"2007-12-17";"59"
31515;"Platinum Egg";"Warriors of the Lost Empire";"psp";"UFO Interactive";"2007-12-13";"52"
31516;"SCEE London Studio";"Beats";"psp";"SCEA";"2007-12-06";""
31517;"Shiny Entertainment";"The Golden Compass";"psp";"Sega";"2007-12-04";"28"
31518;"Virtuos";"Beowulf: The Game";"psp";"Ubisoft";"2007-12-04";"44"
31519;"Sony Bend";"Syphon Filter: Combat Ops";"psp";"SCEA";"2007-11-20";""
31520;"Yuke's";"WWE SmackDown vs. Raw 2008";"psp";"THQ";"2007-11-13";"68"
31521;"Backbone Entertainment";"Sonic Rivals 2";"psp";"Sega";"2007-11-13";"60"
31522;"EA LA";"Medal of Honor Heroes 2";"psp";"Electronic Arts";"2007-11-13";"69"
31523;"Kojima Productions";"Metal Gear Solid: Portable Ops Plus";"psp";"Konami";"2007-11-13";"65"
31524;"Rebellion";"Aliens vs. Predator: Requiem";"psp";"Sierra Entertainment";"2007-11-13";"49"
31525;"";"Warhammer 40,000: Squad Command";"psp";"THQ";"2007-11-12";"67"
31526;"Climax Group";"Silent Hill: Origins";"psp";"Konami";"2007-11-06";"78"
31527;"Slant Six";"SOCOM: U.S. Navy SEALs Tactical Strike";"psp";"SCEA";"2007-11-06";"72"
31528;"Left Field Productions";"World Series of Poker 2008: Battle for the Bracelets";"psp";"Activision";"2007-11-06";""
31529;"Electronic Arts";"The Simpsons Game";"psp";"EA Games";"2007-11-05";"59"
31530;"Nippon Ichi Software";"Disgaea: Afternoon of Darkness";"psp";"NIS America";"2007-10-30";"87"
31531;"High Voltage Software";"Ben 10: Protector of Earth";"psp";"D3Publisher";"2007-10-30";"60"
31532;"Rockstar London";"Manhunt 2";"psp";"Rockstar Games";"2007-10-29";"69"
31533;"Konami";"Castlevania: The Dracula X Chronicles";"psp";"Konami";"2007-10-23";"80"
31534;"7 Studios";"Napoleon Dynamite: The Game";"psp";"Crave";"2007-10-23";"37"
31535;"Maxis";"The Sims 2: Castaway";"psp";"Electronic Arts";"2007-10-22";"64"
31536;"Treyarch";"Spider-Man 3";"psp";"Activision";"2007-10-16";"52"
31537;"SuperVillain Studios";"Crash of the Titans";"psp";"Sierra Entertainment";"2007-10-16";""
31538;"3G Studios";"SWAT: Target Liberty";"psp";"Sierra Entertainment";"2007-10-16";"50"
31539;"SCEA";"NBA 08";"psp";"SCEA";"2007-10-12";"75"
31540;"TOSE";"Final Fantasy Tactics: The War of the Lions";"psp";"Square Enix";"2007-10-09";"88"
31541;"Rebellion";"Star Wars Battlefront: Renegade Squadron";"psp";"LucasArts";"2007-10-09";"73"
31542;"Bugbear";"Sega Rally Revo";"psp";"Sega";"2007-10-09";"74"
31543;"Frontier Developments";"Thrillville: Off the Rails";"psp";"LucasArts";"2007-10-09";"72"
31544;"Juice Games";"Juiced 2: Hot Import Nights";"psp";"THQ";"2007-10-08";"73"
31545;"EA Canada";"FIFA Soccer 08";"psp";"EA Sports";"2007-10-08";"79"
31546;"zSlide";"Hot Pixel";"psp";"Atari";"2007-10-02";"55"
31547;"Sony Bend";"Syphon Filter: Logan's Shadow";"psp";"SCEA";"2007-10-02";"85"
31548;"Artificial Mind and Movement";"Spider-Man: Friend or Foe";"psp";"Activision";"2007-10-02";"58"
31549;"EA Canada";"NBA Live 08";"psp";"EA Sports";"2007-10-01";"73"
31550;"Sidhe Interactive";"Jackass the Game";"psp";"Red Mile Entertainment";"2007-09-27";"58"
31551;"Supersonic Software";"Spelling Challenges and More!";"psp";"Crave";"2007-09-25";""
31552;"Creat Studios";"Coded Arms: Contagion";"psp";"Konami";"2007-09-18";"56"
31553;"Mac Play, MacPlay";"Super Collapse! 3";"psp";"MumboJumbo";"2007-09-18";""
31554;"Konami";"Yu-Gi-Oh! GX Tag Force 2";"psp";"Konami";"2007-09-18";"60"
31555;"Team 17, Two Tribes";"Worms: Open Warfare 2";"psp";"THQ";"2007-09-04";"80"
31556;"Vicious Cycle";"Dead Head Fred";"psp";"D3Publisher";"2007-08-28";"75"
31557;"Bandai";"Naruto: Ultimate Ninja Heroes";"psp";"Namco Bandai Games";"2007-08-28";"70"
31558;"Capcom";"Monster Hunter Freedom 2";"psp";"Capcom";"2007-08-28";"72"
31559;"EA Salt Lake";"Tiger Woods PGA Tour 08";"psp";"EA Sports";"2007-08-28";"72"
31560;"Pipeworks Software, Inc.";"NHRA: Countdown to the Championship 2007";"psp";"THQ";"2007-08-27";""
31561;"High Voltage Software, Ubisoft Paris";"Tom Clancy's Ghost Recon Advanced Warfighter 2";"psp";"Ubisoft";"2007-08-23";"61"
31562;"Level 5";"Jeanne d'Arc";"psp";"SCEA";"2007-08-21";"87"
31563;"Point of View";"Brunswick Pro Bowling";"psp";"Crave";"2007-08-21";""
31564;"Hit Maker";"Dragoneer's Aria";"psp";"NIS America";"2007-08-21";"56"
31565;"";"Dungeons & Dragons Tactics";"psp";"Atari";"2007-08-14";"58"
31566;"EA Tiburon";"Madden NFL 08";"psp";"EA Sports";"2007-08-14";"75"
31567;"Crystal Dynamics";"Tomb Raider: Anniversary";"psp";"Eidos Interactive";"2007-08-09";"78"
31568;"Sega";"Crazy Taxi: Fare Wars";"psp";"Sega";"2007-08-07";"64"
31569;"";"Harvest Moon: Boy & Girl";"psp";"Natsume";"2007-07-31";"61"
31570;"Game Republic";"Brave Story: New Traveler";"psp";"Xseed Games";"2007-07-31";"76"
31571;"Totally Games";"Alien Syndrome";"psp";"Sega";"2007-07-24";"51"
31572;"TOSE";"Final Fantasy II";"psp";"Square Enix";"2007-07-24";"63"
31573;"Alfa System";"Tales of the World: Radiant Mythology";"psp";"Namco Bandai Games America
                                                            
                                                    

                                                            
";"2007-07-17";"66"
31574;"Epics";"PaRappa the Rapper";"psp";"SCEA";"2007-07-17";"67"
31575;"Namco Bandai Games America, Namco Bandai Games";"Smash Court Tennis 3";"psp";"Namco Bandai Games America
                                                            
                                                    

                                                            
";"2007-07-16";"68"
31576;"Sting";"Riviera: The Promised Land";"psp";"Atlus";"2007-07-11";"68"
31577;"Konami";"Steel Horizon";"psp";"Konami";"2007-07-02";""
31578;"Raylight Studios";"Hot Wheels: Ultimate Racing";"psp";"DSI Games";"2007-07-02";"60"
31579;"Locomotive Games";"Disney/Pixar Ratatouille";"psp";"THQ";"2007-06-26";"64"
31580;"TOSE";"Final Fantasy";"psp";"Square Enix";"2007-06-26";"67"
31581;"Definitive Studios";"Traxxpad";"psp";"Eidos Interactive";"2007-06-26";"78"
31582;"Blue Castle Games";"The Bigs";"psp";"2K Sports";"2007-06-25";"72"
31583;"EA Games";"Harry Potter and the Order of the Phoenix";"psp";"EA Games";"2007-06-25";"52"
31584;"Savage Entertainment";"Transformers: The Game";"psp";"Activision";"2007-06-19";"47"
31585;"Global A";"Dungeon Maker: Hunting Ground";"psp";"Xseed Games";"2007-06-19";"70"
31586;"Now Production";"PQ2: Practical Intelligence Quotient";"psp";"D3Publisher";"2007-06-18";"74"
31587;"Farmind Ltd";"Puzzle Scape";"psp";"Got Game Entertainment";"2007-06-18";"60"
31588;"Creat Studios";"Hot Brain";"psp";"Midway";"2007-06-18";"64"
31589;"Ubisoft Montreal";"Tom Clancy's Rainbow Six Vegas";"psp";"Ubisoft";"2007-06-12";"60"
31590;"Amaze Entertainment";"DreamWorks Shrek the Third";"psp";"Activision";"2007-06-05";"57"
31591;"Ubisoft Montreal";"Surf's Up";"psp";"Ubisoft";"2007-05-30";""
31592;"Neko Entertainment";"Legend of the Dragon";"psp";"The Game Factory";"2007-05-29";"38"
31593;"Zoe Mode";"Crush";"psp";"Sega";"2007-05-29";"83"
31594;"Backbone Entertainment";"Brooktown High";"psp";"Konami";"2007-05-22";"51"
31595;"";"Diner Dash: Sizzle & Serve";"psp";"Eidos Interactive";"2007-05-22";"55"
31596;"Eurocom Entertainment Software";"Pirates of the Caribbean: At World's End";"psp";"Disney Interactive Studios";"2007-05-22";"61"
31597;"Empire Oxford";"Taito Legends Power-Up";"psp";"Destineer";"2007-05-17";"41"
31598;"ArtePiazza";"Innocent Life: A Futuristic Harvest Moon";"psp";"Natsume";"2007-05-15";"67"
31599;"Sumo Digital";"Driver '76";"psp";"Ubisoft";"2007-05-08";"57"
31600;"IR Gurus";"Heatseeker";"psp";"Codemasters";"2007-05-08";"49"
31601;"n-Space";"Winx Club: Join the Club";"psp";"Konami";"2007-05-07";"30"
31602;"Jack of All Games";"Ultimate Board Game Collection";"psp";"Valcon Games";"2007-05-01";"57"
31603;"Metia Interactive";"Cube";"psp";"D3Publisher";"2007-04-30";"60"
31604;"Farsight Studios";"Hard Rock Casino";"psp";"Crave";"2007-04-24";"44"
31605;"Neverland";"Aedis Eclipse: Generation of Chaos";"psp";"NIS America";"2007-04-24";"62"
31606;"Eutechnyx";"The Fast and the Furious";"psp";"Namco Bandai Games America";"2007-04-24";"58"
31607;"MumboJumbo";"7 Wonders of the Ancient World";"psp";"MumboJumbo";"2007-04-23";"51"
31608;"Conspiracy Entertainment";"Pocket Pool";"psp";"Eidos Interactive";"2007-04-18";"37"
31609;"K2 LLC";"Valhalla Knights";"psp";"Xseed Games";"2007-04-17";"53"
31610;"Eutechnyx";"Pimp My Ride";"psp";"Activision";"2007-04-03";""
31611;"Pipeworks Software, Inc.";"Prince of Persia Rival Swords";"psp";"Ubisoft";"2007-04-03";"74"
31612;"Sumo Digital";"Virtua Tennis 3";"psp";"Sega";"2007-03-26";"79"
31613;"Melbourne House";"Test Drive Unlimited";"psp";"Atari";"2007-03-21";"80"
31614;"Planet Moon Studios";"After Burner: Black Falcon";"psp";"Sega";"2007-03-20";"73"
31615;"Deep Fried Entertainment";"Full Auto 2: Battlelines";"psp";"Sega";"2007-03-20";"53"
31616;"Vicious Cycle, Infinite Interactive";"Puzzle Quest: Challenge of the Warlords";"psp";"D3Publisher";"2007-03-20";"84"
31617;"Ubisoft Montreal";"TMNT";"psp";"Ubisoft";"2007-03-20";"37"
31618;"";"Dragon Ball Z: Shin Budokai - Another Road";"psp";"Atari";"2007-03-20";"65"
31619;"";"UEFA Champions League 2006-2007";"psp";"";"2007-03-20";"71"
31620;"Amaze Entertainment";"Call of Duty: Roads to Victory";"psp";"Activision";"2007-03-13";"64"
31621;"Ubisoft";"Rocky Balboa";"psp";"Ubisoft";"2007-03-13";"58"
31622;"";"ProStroke Golf - World Tour 2007";"psp";"Oxygen Interactive";"2007-03-08";"60"
31623;"Criterion Games";"Burnout Dominator";"psp";"Electronic Arts";"2007-03-06";"76"
31624;"Empire Interactive";"Carol Vorderman's Sudoku";"psp";"Eidos Interactive";"2007-03-06";"72"
31625;"Collision Studios";"300: March to Glory";"psp";"Warner Bros. Interactive Entertainment";"2007-02-27";"55"
31626;"Konami";"Marvel Trading Card Game";"psp";"Konami";"2007-02-27";"63"
31627;"Deadline Games";"Chili Con Carnage";"psp";"Eidos Interactive";"2007-02-27";"74"
31628;"SCEA San Diego Studios";"MLB 07: The Show";"psp";"SCEA";"2007-02-27";"82"
31629;"Visual Concepts";"Major League Baseball 2K7";"psp";"2K Sports";"2007-02-26";"61"
31630;"Terminal Reality";"Metal Slug Anthology";"psp";"SNK Playmore";"2007-02-20";"78"
31631;"VU Games";"M.A.C.H. Modified Air Combat Heroes";"psp";"VU Games";"2007-02-20";"65"
31632;"Gaia (Sony)";"Monster Kingdom: Jewel Summoner";"psp";"Atlus";"2007-02-19";"66"
31633;"Climax Group";"Ghost Rider";"psp";"2K Games";"2007-02-13";"49"
31634;"";"Ratchet & Clank: Size Matters";"psp";"SCEA";"2007-02-13";"85"
31635;"Falcom";"Gurumin: A Monstrous Adventure";"psp";"Mastiff";"2007-02-12";"78"
31636;"Rockstar Toronto, Rockstar Leeds";"The Warriors";"psp";"Rockstar Games";"2007-02-12";"81"
31637;"Capcom";"Capcom Puzzle World";"psp";"Capcom";"2007-02-06";"65"
31638;"KCET";"Winning Eleven: Pro Evolution Soccer 2007";"psp";"Konami";"2007-02-06";"81"
31639;"Microvision";"The Legend of Heroes III: Song of the Ocean";"psp";"Namco Bandai Games America";"2007-01-23";"58"
31640;"Full Fat";"Sid Meier's Pirates!";"psp";"2K Games";"2007-01-22";"82"
31641;"Opus";"Bubble Bobble Evolution";"psp";"Codemasters";"2006-12-19";"47"
31642;"Maxis";"The Sims 2: Pets";"psp";"EA Games";"2006-12-14";"57"
31643;"Midway";"Blitz: Overtime";"psp";"Midway";"2006-12-12";""
31644;"Activision";"DreamWorks Shrek Smash n' Crash Racing";"psp";"Activision";"2006-12-12";""
31645;"Ubisoft Montreal";"Star Wars: Lethal Alliance";"psp";"Ubisoft";"2006-12-07";"61"
31646;"Yuke's";"WWE SmackDown vs. Raw 2007";"psp";"THQ";"2006-12-06";"78"
31647;"Ubisoft Shanghai";"Brothers in Arms: D-Day";"psp";"Ubisoft";"2006-12-05";"65"
31648;"Kojima Productions";"Metal Gear Solid: Portable Ops";"psp";"Konami";"2006-12-05";"87"
31649;"Konami";"Online Chess Kingdoms";"psp";"Konami";"2006-11-28";"60"
31650;"Snowblind Studios";"Justice League Heroes";"psp";"Warner Bros. Interactive Entertainment";"2006-11-22";"72"
31651;"Page 44 Studios";"Tony Hawk's Project 8";"psp";"Activision";"2006-11-21";"68"
31652;"Frontier Developments";"Thrillville";"psp";"LucasArts";"2006-11-21";"72"
31653;"Amaze Entertainment";"Over the Hedge: Hammy Goes Nuts";"psp";"Activision";"2006-11-21";"58"
31654;"Q Entertainment";"Gunpey";"psp";"Namco Bandai Games";"2006-11-17";"62"
31655;"Squashy Software";"Platypus";"psp";"MumboJumbo";"2006-11-17";"59"
31656;"MumboJumbo";"Luxor: The Wrath of Set";"psp";"MumboJumbo";"2006-11-17";"60"
31657;"Backbone Entertainment";"Sonic Rivals";"psp";"Sega";"2006-11-16";"64"
31658;"Sega";"Sega Genesis Collection";"psp";"Sega";"2006-11-16";"82"
31659;"JGI Entertainment";"Mortal Kombat: Unchained";"psp";"Midway";"2006-11-15";"70"
31660;"Konami";"Yu-Gi-Oh! GX Tag Force";"psp";"Konami";"2006-11-14";"62"
31661;"Quicksilver Software";"Star Trek: Tactical Assault";"psp";"Bethesda Softworks";"2006-11-14";"64"
31662;"Koei/Inis";"Gitaroo Man Lives!";"psp";"Koei";"2006-11-14";"80"
31663;"Amaze Entertainment, Vivendi Games";"Eragon";"psp";"Sierra Entertainment
                                                            
                                                    

                                                            
                                                        Vi";"2006-11-14";"59"
31664;"BottleRocket Entertainment";"Xiaolin Showdown";"psp";"Konami";"2006-11-14";"59"
31665;"Sabertooth Games";"Warhammer: Battle for Atluma";"psp";"Namco Bandai Games America
                                                            
                                                    

                                                            
";"2006-11-14";"55"
31666;"EA Tiburon";"NFL Street 3";"psp";"EA Sports";"2006-11-14";"68"
31667;"Konami";"Pocket Racers";"psp";"Konami";"2006-11-14";"39"
31668;"Team Fusion";"EA Replay";"psp";"Electronic Arts";"2006-11-14";"56"
31669;"Digital Eclipse";"Activision Hits Remixed";"psp";"Activision";"2006-11-08";"75"
31670;"Q Entertainment";"Every Extend Extra";"psp";"Buena Vista Games";"2006-11-07";"74"
31671;"Zipper Interactive";"SOCOM: U.S. Navy SEALs Fireteam Bravo 2";"psp";"SCEA";"2006-11-07";"81"
31672;"Paradigm Entertainment";"BattleZone";"psp";"Atari";"2006-11-06";"57"
31673;"Q Entertainment";"Lumines II";"psp";"Buena Vista Games";"2006-11-06";"81"
31674;"Natsume";"Reel Fishing: The Great Outdoors";"psp";"SVG Distribution";"2006-11-06";""
31675;"Left Field Productions";"Dave Mirra BMX Challenge";"psp";"Crave";"2006-11-02";"32"
31676;"Guerrilla";"Killzone: Liberation";"psp";"SCEA";"2006-10-31";"77"
31677;"Capcom";"Power Stone Collection";"psp";"Capcom";"2006-10-31";"74"
31678;"Backbone Entertainment";"Death Jr. II: Root of Evil";"psp";"Konami";"2006-10-31";"68"
31679;"Rockstar Leeds";"Grand Theft Auto: Vice City Stories";"psp";"Rockstar Games";"2006-10-31";"86"
31680;"EA Canada";"Need for Speed Carbon: Own the City";"psp";"EA Games";"2006-10-31";"73"
31681;"Ubisoft";"Mind Quiz";"psp";"Ubisoft";"2006-10-31";""
31682;"Midway Studios - Newcastle";"Rush";"psp";"Midway";"2006-10-30";"55"
31683;"SuperVillain Studios";"Dungeon Siege: Throne of Agony";"psp";"Take-Two Interactive";"2006-10-30";"74"
31684;"Climax Group";"ATV Offroad Fury Pro";"psp";"SCEA";"2006-10-26";"76"
31685;"Smart Bomb Interactive";"Snoopy vs. the Red Baron";"psp";"Namco Bandai Games America
                                                            
                                                    

                                                            
";"2006-10-24";"76"
31686;"Omega Force";"Dynasty Warriors Vol. 2";"psp";"Koei";"2006-10-24";"57"
31687;"Capcom";"Capcom Classics Collection Reloaded";"psp";"Capcom";"2006-10-24";"75"
31688;"Vicarious Visions";"Marvel: Ultimate Alliance";"psp";"Activision";"2006-10-24";"81"
31689;"Project Aces";"Ace Combat X: Skies of Deception";"psp";"Namco Bandai Games America";"2006-10-23";"75"
31690;"Team Fusion";"Medal of Honor Heroes";"psp";"EA Games";"2006-10-20";"71"
31691;"SCEJ";"WTF: Work Time Fun";"psp";"D3Publisher";"2006-10-17";"63"
31692;"EA Sports";"FIFA 07 Soccer";"psp";"EA Sports";"2006-10-17";"80"
31693;"Razorworks";"Ford Bold Moves Street Racing";"psp";"Eidos Interactive";"2006-10-17";"52"
31694;"High Voltage Software";"Family Guy";"psp";"2K Games";"2006-10-17";"51"
31695;"FUN Labs";"Cabela's African Safari";"psp";"Activision Value";"2006-10-17";""
31696;"THQ";"Scooby Doo! Who's Watching Who?";"psp";"THQ";"2006-10-16";"54"
31697;"Rebellion, Neversoft Entertainment";"Gun Showdown";"psp";"Activision";"2006-10-10";"73"
31698;"TOSE";"Avatar: The Last Airbender";"psp";"THQ";"2006-10-10";"57"
31699;"Team Fusion";"Tiger Woods PGA Tour 07";"psp";"EA Sports";"2006-10-10";"78"
31700;"Radical Entertainment";"Scarface: Money. Power. Respect.";"psp";"Vivendi Games";"2006-10-08";"58"
31701;"3G Studios";"Stacked with Daniel Negreanu";"psp";"Myelin Media";"2006-10-06";"63"
31702;"Ignition Entertainment";"Mercury Meltdown";"psp";"Ignition Entertainment";"2006-10-03";"78"
31703;"SCEE London Studio";"Gangs of London";"psp";"SCEA";"2006-10-03";"52"
31704;"Neverland";"Spectral Souls: Resurrection of the Ethereal Empires";"psp";"NIS America";"2006-09-26";"47"
31705;"Namco Bandai Games";"MotoGP";"psp";"Namco Bandai Games";"2006-09-26";"69"
31706;"SCEA";"NBA 07";"psp";"SCEA";"2006-09-25";"68"
31707;"EA Sports";"NBA Live 07";"psp";"EA Sports";"2006-09-25";"64"
31708;"Activision";"World Series of Poker: Tournament of Champions";"psp";"Activision";"2006-09-21";"70"
31709;"Page 44 Studios";"The Godfather: Mob Wars";"psp";"Electronic Arts";"2006-09-19";"59"
31710;"Ubisoft";"Open Season";"psp";"Ubisoft";"2006-09-19";""
31711;"Xpec";"Bounty Hounds";"psp";"Namco Bandai Games";"2006-09-13";"63"
31712;"Hudson";"Bomberman";"psp";"Konami";"2006-09-12";"73"
31713;"Neverland";"Rengoku II: The Stairway to H.E.A.V.E.N.";"psp";"Konami";"2006-09-12";"51"
31714;"Traveller's Tales";"LEGO Star Wars II: The Original Trilogy";"psp";"LucasArts";"2006-09-12";"83"
31715;"EA Sports";"NHL 07";"psp";"EA Sports";"2006-09-12";"76"
31716;"Exient Entertainment";"NASCAR";"psp";"EA Games";"2006-09-06";"66"
31717;"Arc System Works";"Guilty Gear Judgment";"psp";"Majesco Games
                                                            
                                                    

                                                            
                                                        Majesco";"2006-09-05";"77"
31718;"SCE Japan Studio";"LocoRoco";"psp";"SCEA";"2006-09-05";"83"
31719;"";"World Championship Poker: Featuring Howard Lederer - All In";"psp";"Crave";"2006-09-05";"56"
31720;"Sand Grain Studios";"Rapala Trophies";"psp";"Activision";"2006-09-01";""
